Model Functioning Without Errors,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124
,,,Accumulated Working Capital,,,,,,,13.963278211706387,219.51265626923907,1176.9051021568318,3960.8057755701593,10214.009548657918,22143.897333680397,42478.34171921946,74394.37368766917,121430.09130412474,187387.9472423994,276235.6214430481,392009.10477980605,538721.3348470698,720278.6890364649,940406.8127707697,1202586.6077178665,1510000.6966407255,1865490.2932196842,2271522.1154340985,2730164.771877972,3243073.906469657,3811485.2955652247,4436215.041730378,5117665.991368743,5855839.511561284,6650351.788650477,7500453.852211418,8405054.578931132,9362745.988197515,10371830.202176904,11430347.505690401,12536105.003607567,13686705.434476227,14879575.757735595,16111995.187419984,17381122.397272207,18684021.670346588,20017687.810329687,21379069.67189338,22765092.2034591,22947089.598647594,22952925.585031122,23318997.006477363,23329503.483669885,23572659.625364862,23677949.06638605,24009741.6427686,24028921.297091216,24408504.077706806,24432691.44517643,24763950.246815138,24792600.473870084,25041251.563899085,25164981.39895194,25558829.37251521,25597460.914813884,25939239.864283264,25982647.66456227,26234743.137749992,26281859.33204162,26599267.635333464,26742559.574039966,27094294.03050977,27152203.309611894,27407483.990840085,27469323.494343624,27892102.205596544,27960027.38937314,28231823.548768654,28395611.847761884,28654135.152520575,28731625.55420527,29170251.832655206,29254223.36420721,29627602.38576658,29717315.85952145,29888666.997905836,30073253.68918635,30528723.07572794,30629748.97630246,31014875.16670519,31122004.48025666,31387143.392727822,31498943.82016298,31881848.985373482,32091459.694635227,32488990.08966674,32614625.05042146,32883111.080614164,33013691.174743608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-tax Free Cash Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,EBITDA Less Working Capital,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,17458002.604811504,17634164.013616458,17273928.578553766,17629493.522807457,17316532.712445363,17452495.887737677,17102067.029243067,17408624.482081033,17049059.92697943,17398246.622116074,16977342.564754754,17270216.151530333,16905515.01525113,17018921.092105173,16750768.41417189,17091432.723198414,16666789.329385094,16946611.88035056,16305104.896756686,16478276.436789878,16206236.130792052,16353892.766386047,16016958.469438896,16273438.414775781,15612918.771600991,15754312.49053701,15400580.89922873,15702069.776853167,15351236.85473214,15411438.799653605,14821121.502223827,14926942.789856397,14576222.339485362,14853762.052984059,14420785.028565317,14620852.831941545,13989774.878820896,13894083.461870134,13637274.69133985,13887515.897477016,13451736.891666725,13618014.866342694,12892652.077629477,12914323.60438557,12635982.269814312,12699747.65649432,12351641.840330929,12479866.95182304,11730007.071966961,11702191.139256746,33013691.174743608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Less: Capital Expenditures,,,,,,,9107391.780821197,6942385.4084273735,7731112.2956116,8298969.006258302,8728455.218421407,9060908.575398976,9320744.33990409,9523940.233963067,9681701.507494077,9802277.997454377,9891959.413598185,9955664.177556388,9997310.26219133,10020061.291841287,10026497.327180227,10018738.024663262,9998534.420975449,9967339.26633859,9926362.183083538,9876613.747019479,9818941.246800119,9754058.026685009,9682567.766702482,9604984.688204832,9521750.424519174,9433248.12436164,9339814.233924437,9241748.315489935,9139321.195320394,9032781.68433569,8922362.0770008,8808282.603709728,8690754.987595188,8569985.236610271,8446175.784871925,8319527.082887336,8190238.723876761,8058510.182579806,7924541.233407607,7788532.106373804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Pre-Tax Cashflow,,,,,,,-9107391.780821197,-6942385.4084273735,-7731112.2956116,-8298969.006258302,-8728455.218421407,-9060908.575398976,-9320744.33990409,-9523940.233963067,-9681701.507494077,-9802277.997454377,-9891959.413598185,-9955664.177556388,-9997310.26219133,-10020061.291841287,-10026497.327180227,-10018738.024663262,-9998534.420975449,-9967339.26633859,-9926362.183083538,-9876613.747019479,-9818941.246800119,-9754058.026685009,-9682567.766702482,-9604984.688204832,-9521750.424519174,-9433248.12436164,-9339814.233924437,-9241748.315489935,-9139321.195320394,-9032781.68433569,-8922362.0770008,-8808282.603709728,-8690754.987595188,-8569985.236610271,-8446175.784871925,-8319527.082887336,-8190238.723876761,-8058510.182579806,-7924541.233407607,-7788532.106373804,17458002.604811504,17634164.013616458,17273928.578553766,17629493.522807457,17316532.712445363,17452495.887737677,17102067.029243067,17408624.482081033,17049059.92697943,17398246.622116074,16977342.564754754,17270216.151530333,16905515.01525113,17018921.092105173,16750768.41417189,17091432.723198414,16666789.329385094,16946611.88035056,16305104.896756686,16478276.436789878,16206236.130792052,16353892.766386047,16016958.469438896,16273438.414775781,15612918.771600991,15754312.49053701,15400580.89922873,15702069.776853167,15351236.85473214,15411438.799653605,14821121.502223827,14926942.789856397,14576222.339485362,14853762.052984059,14420785.028565317,14620852.831941545,13989774.878820896,13894083.461870134,13637274.69133985,13887515.897477016,13451736.891666725,13618014.866342694,12892652.077629477,12914323.60438557,12635982.269814312,12699747.65649432,12351641.840330929,12479866.95182304,11730007.071966961,11702191.139256746,33013691.174743608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Pre-Tax Internal Rate of Return,0.06481641829013825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inflation Rate Annual,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
,,,Inflation Rate Periodic,,,,,,,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.0016515813019202241,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783,0.00995049383620783
,,,Inflation Rate Index,,,,,,True,1.0016515813019202,1.0033058903246372,1.0049629315732038,1.006622709560113,1.0082852288053108,1.009950493836208,1.011618509187693,1.0132892794021437,1.0149628090294405,1.0166391026269779,1.0183181647596775,1.0200000000000002,1.0216846129279589,1.0233720081311304,1.0250621902046684,1.0267551637513157,1.0284509333814174,1.0301495037129325,1.0318508793714471,1.033555064990187,1.0352620652100297,1.036971884679518,1.0386845280548715,1.0404000000000009,1.0421183051865186,1.0438394482937534,1.045563434008762,1.0472902670263424,1.0490199520490462,1.0507524937871917,1.0524878969588767,1.0542261662899912,1.0559673065142308,1.0577113223731087,1.0594582186159696,1.0612080000000015,1.0629606712902497,1.0647162372596293,1.066474702688938,1.06823607236687,1.0788655488205714,1.0896007938142074,1.1004428597969829,1.1113928096904917,1.1224517169929227,1.1336206658843015,1.1449007513327811,1.1562930792019877,1.1677987663594367,1.1794189407860274,1.1911547416866255,1.203007319601748,1.214977836520358,1.227067465993783,1.2392773932507652,1.2516088153136586,1.2640629411157807,1.276640991619932,1.2893441999380963,1.3021738114523307,1.3151310839368584,1.3282172876813774,1.3414337056155956,1.3547816334350051,1.3682623797279077,1.3818772661037053,1.395627627322466,1.4095148114257794,1.4235401798689153,1.4377051076542953,1.4520109834662938,1.4664592098073812,1.4810512031356198,1.495788394003529,1.5106722271983324,1.5257041618835998,1.5408856717422992,1.5562182451212718,1.5717033851771451,1.5873426100236974,1.6031374528806883,1.6190894622241716,1.6352002019383023,1.6514712514686551,1.6679042059770683,1.6845006764980284,1.70126229009661,1.718190690027989,1.7352875358985422,1.752554503828549,1.7699932866165133,1.7876055939051203,1.8053931523488438,1.8233577057832229,1.841501015395821,1.8598248598988876,1.8783310357037375,1.8970213570968655,1.9158976564178125,1.934961784238803,1.954215609546169,1.9736610199235791,1.9932999217370924,2.0131342403220507,2.033165920171834,2.053396925128492,2.073829238575271,2.0944648636310617,2.1153058233467763,2.136354160903683,2.1576119398137124,2.179081244121757,2.2007641786099867,2.2226628690041923,2.2447794621821866
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Real/inflation-adjusted Pre-tax Cash Flow,,,,,,,-9092374.984307067,-6919510.266386499,-7692932.796545092,-8244368.945227644,-8656732.211344117,-8971636.363067573,-9213694.940584311,-9399033.847059289,-9538971.695674462,-9641846.326907415,-9714016.45961278,-9760455.076035673,-9785123.64352918,-9791220.799697075,-9781355.144099398,-9757669.966868402,-9721936.26010093,-9675624.004490273,-9619958.059375973,-9555962.794409268,-9484498.250989322,-9406289.766187398,-9321952.436159685,-9232011.426571341,-9136918.886397421,-9037068.046988554,-8932804.964415165,-8824438.273193154,-8712247.2527511,-8596488.457314186,-8477401.120508485,-8355211.514724242,-8230136.419927189,-8102385.8356573405,-7972165.052346891,-7839676.183073746,-7705119.243908839,-7568692.859724606,-7430594.662421151,-7291021.439780538,16181814.89240879,16184059.440602185,15697251.724401735,15862522.565461837,15427418.792531054,15395357.912008015,14937597.874169022,15055546.725312535,14599313.184864165,14751540.797302237,14252843.87544438,14355869.553019501,13914257.945369411,13869588.725768888,13516560.94543347,13655570.745493053,13185094.497488726,13274375.483468516,12646045.09605699,12654436.982119499,12322905.548151532,12312663.686929168,11940178.931234306,12011853.433172844,11410763.756221795,11400659.723534884,11034878.213735988,11140053.051993053,10783845.143131638,10719471.411490163,10207306.742847292,10178900.776801726,9841808.513186576,9930389.961930012,9545939.065358914,9583019.563826168,9079047.936763847,8928107.291781178,8676748.310116293,8748908.905853469,8390881.809601048,8410909.455018865,7884448.682398053,7819890.048283219,7575964.029907867,7539176.346842615,7260280.7410899075,7263377.123536704,6759690.730961825,6677219.517962313,18651873.667753834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Real/inflation-adjusted Pre-tax Internal Rate of Return,0.045733204483985906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Premium Above Risk Free Rate,Risk Free Rate,0.0434,,1923475.0916893305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation (excluding interest during construction and debt fees),,,,,Amount,Allowance %,Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Allowance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Development Costs,Period Rate,0.02,3400000,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Turbine Supply Costs,Period Rate,0.02,340000000,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,6800000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Other Construction Costs,Period Rate,0.02,0,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Contingency costs,Period Rate,0.02,0,True,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Total,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,6868000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Net Remaining Balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Development Costs,Total Cost,3400000,,,,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3400000,3332000,3264000,3196000,3128000,3060000,2992000,2924000,2856000,2788000,2720000,2652000,2584000,2516000,2448000,2380000,2312000,2244000,2176000,2108000,2040000,1972000,1904000,1836000,1768000,1700000,1632000,1564000,1496000,1428000,1360000,1292000,1224000,1156000,1088000,1020000,952000,884000,816000,748000,680000,612000,544000,476000,408000,340000,272000,204000,136000,68000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,,,Turbine Supply Costs,Total Cost,340000000,,,,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,340000000,333200000,326400000,319600000,312800000,306000000,299200000,292400000,285600000,278800000,272000000,265200000,258400000,251600000,244800000,238000000,231200000,224400000,217600000,210800000,204000000,197200000,190400000,183600000,176800000,170000000,163200000,156400000,149600000,142800000,136000000,129200000,122400000,115600000,108800000,102000000,95200000,88400000,81600000,74800000,68000000,61200000,54400000,47600000,40800000,34000000,27200000,20400000,13600000,6800000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
